Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Bahrain,BHR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,20.7148328330727,22.2595806695899,..,..
Bangladesh,BGD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.567,72.806,71.968,..
Bangladesh,BGD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1460.30501692162,1557.96529123717,1593.3483212523,1684.43438995348
Bangladesh,BGD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.50982391901986,0.548224196802713,..,..
Barbados,BRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.067,77.257,77.393,..
Barbados,BRB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17220.9310014747,17168.1456868491,14855.6898587069,14800.8381460905
Barbados,BRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.43351166133956,4.46141766007567,..,..
Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.1756097560976,74.2268292682927,74.2268292682927,..
Belarus,BLR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6165.90933024502,6264.86096486176,6247.43190947199,6418.23763437028
Belarus,BLR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.24550731507705,6.12223776544422,..,..
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.5951219512195,81.9951219512195,80.7951219512195,..
Belgium,BEL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,42382.3182763247,43098.4847198889,40612.3924560653,42901.4320595797
Belgium,BEL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.19633858929077,8.09558395403513,..,..
Belize,BLZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.703,73.931,72.854,..
Belize,BLZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5756.8522488581,5907.34887238917,5040.12252132539,5733.35261087401
Belize,BLZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.64892975358087,1.64484248241402,..,..
Benin,BEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.14,60.454,60.088,..
Benin,BEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1111.22724012241,1153.72620998083,1164.70594618082,1214.07758989944
Benin,BEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.621404996371979,0.593957402249655,..,..
Bermuda,BMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.6517073170732,81.8665853658537,82.0560975609756,..
Bermuda,BMU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,106697.737486296,107036.239271085,99745.2416064214,105187.788086233
Bermuda,BMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..
Bhutan,BTN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.129,71.391,71.609,..
Bhutan,BTN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3065.85564992774,3219.64367070669,2878.43770450338,2976.90648315463
Bhutan,BTN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.37777911485729,1.36815120067167,..,..
Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.748,67.841,64.467,..
Bolivia,BOL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3219.20088567555,3242.94884340563,2920.19744316688,3061.7386096362
Bolivia,BOL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.00139481991421,1.89686699834282,..,..
Bosnia and Herzegovina,BIH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.093,77.241,76.225,..
Bosnia and Herzegovina,BIH,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5263.84826619226,5476.35576227301,5373.16875734591,5862.45830047874
Bosnia and Herzegovina,BIH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.64680674805859,6.26950657013477,..,..
Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.422,65.464,65.647,..
Botswana,BWA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6418.57188730836,6485.45726726932,5810.94830990799,6366.59221292196
Botswana,BWA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.98195851560451,2.90034572120997,..,..
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.109,75.338,74.009,..
Brazil,BRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8553.87618653936,8592.22153753537,8204.20272600881,8537.93922013226
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.06498086163178,2.05068507848387,..,..
British Virgin Islands,VGB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.831,75.863,75.849,..
British Virgin Islands,VGB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..
British Virgin Islands,VGB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..
Brunei Darussalam,BRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.712,74.748,74.795,..
Brunei Darussalam,BRN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,29438.1006980189,30313.6563877064,30402.0870578242,29673.4033162602
Brunei Darussalam,BRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,17.3623103429011,15.9571548577283,..,..
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.9634146341464,75.1121951219512,73.6073170731707,..
Bulgaria,BGR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7859.6921556743,8234.83966944834,7956.46908962689,8633.98229147066
Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.82203361005485,5.61085727989368,..,..
Burkina Faso,BFA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.047,60.039,59.731,..
Burkina Faso,BFA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,696.04456847617,716.012194964082,710.471352680813,739.672722391506
Burkina Faso,BFA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.229003261422908,0.238644814374665,..,..
Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.688,62.351,61.566,..
Burundi,BDI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,274.131914225904,270.137283068899,263.360994217959,261.019379649372
Burundi,BDI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.060034078267717,0.0606324085103501,..,..
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.733,76.004,74.808,..
Cabo Verde,CPV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3172.96045914695,3318.93278143055,2801.04915145259,2968.86076992708
Cabo Verde,CPV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.06792345668453,1.12645785515162,..,..
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.561,70.692,70.416,..
Cambodia,KHM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1384.96802283394,1465.96953538762,1404.19865501722,1429.93702682619
Cambodia,KHM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.909814875991614,0.99828812132025,..,..
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.18,61.584,60.833,..
Cameroon,CMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1445.26776644065,1454.56406402385,1419.32820350189,1432.8626845743
Cameroon,CMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.382426004161859,0.36575423097444,..,..
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.0487804878049,82.0487804878049,81.7487804878049,..
Canada,CAN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,44917.4837282326,45109.2444855151,42258.6910170917,43936.3081048252
Canada,CAN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.6505790424074,15.4306128276297,..,..
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..
Cayman Islands,CYM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,80600.6107453471,82139.8961138837,76116.4252337353,76577.822242188
Cayman Islands,CYM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.369,55.025,54.604,..
Central African Republic,CAF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,378.263076526306,381.414045064669,375.216922803966,370.675749066981
Central African Republic,CAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0451442464978517,0.0460712358524027,..,..
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.825,53.259,52.777,..
Chad,TCD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,653.349759283291,652.703213763469,622.278504175497,595.663784578024
Chad,TCD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.140346743425041,0.139518738482728,..,..
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.375,81.39,81.264,..
Channel Islands,CHI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..
Channel Islands,CHI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.133,80.326,79.377,..
Chile,CHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,13906.7702234013,13765.118249803,12767.3039138968,14115.9601368334
Chile,CHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.63119173167597,4.79897448626273,..,..
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.744,77.968,78.077,..
China,CHN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9619.19248413627,10155.4929447833,10358.2594478784,11188.3025403134
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.48733189390915,7.60593696057347,..,..
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.748,76.752,74.769,..
Colombia,COL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6320.76208436838,6403.87709573135,5865.65409477439,6418.09775120445
Colombia,COL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.59486288811298,1.61474774997391,..,..
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.912,64.068,64.166,..
Comoros,COM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1383.37778922977,1381.62215537536,1352.95541062954,1355.5387302206
Comoros,COM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.386442081893423,0.404558352293774,..,..
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.942,60.276,59.739,..
"Congo, Dem. Rep.",COD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,489.382354011428,494.819226947003,487.43311264638,501.239067350859
"Congo, Dem. Rep.",COD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0358260953677957,0.035703604452862,..,..
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.053,62.747,63.785,..
"Congo, Rep.",COG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1774.61390099667,1731.79987996869,1586.3182966189,1515.89386729403
"Congo, Rep.",COG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.19278180824224,1.30323966861845,..,..
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.484,79.427,79.277,..
Costa Rica,CRI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,12470.95672073,12662.4221428116,12058.0029125188,12894.2960011178
Costa Rica,CRI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.6604724402357,1.62060141840353,..,..
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.849,59.319,59.032,..
Cote d'Ivoire,CIV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2210.32581478907,2289.37652106313,2276.83952295318,2377.97343963816
Cote d'Ivoire,CIV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.399702062320862,0.414187926192633,..,..
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.0707317073171,78.4243902439025,77.7243902439024,..
Croatia,HRV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,13531.2435029842,14071.9114694775,12920.3443843408,15166.41328825
Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.01923466854666,4.06370783264011,..,..
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.496,77.611,77.567,..
Cuba,CUB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8048.01660977285,8042.94852386634,7172.51925662898,7291.06788516411
Cuba,CUB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.35782342651453,2.28953729585692,..,..
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..
Curacao,CUW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,18198.6642740608,17796.699906511,14748.8955145068,15633.2333617387
Curacao,CUW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.382,81.397,81.391,..
Cyprus,CYP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,27241.0078125,28359.919921875,26814.21484375,28329.203125
Cyprus,CYP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.90729954297613,5.85106560779507,..,..
Czechia,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.0292682926829,79.2292682926829,78.2268292682927,..
Czechia,CZE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,19689.5827032979,20206.4256384905,19048.0868543829,20083.8096038696
Czechia,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.49206819894537,9.02278615795801,..,..
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.9536585365854,81.4512195121951,81.5512195121951,..
Denmark,DNK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,56563.4884729669,57203.0277943447,55898.7900294456,58359.5839945633
Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.71834355284233,5.10798850907958,..,..
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.038,63.085,62.694,..
Djibouti,DJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2714.35164845975,2820.06286565541,2811.64953129263,2905.90680749816
Djibouti,DJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.378358648011502,0.391063625017438,..,..
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..
Dominica,DMA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7586.64614100055,7936.3048182003,6566.36420769493,6964.78328182289
Dominica,DMA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.4003501939785,2.38001906518647,..,..
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.232,73.577,72.889,..
Dominican Republic,DOM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7894.95501697125,8205.14240945814,7571.78265216424,8410.60565617264
Dominican Republic,DOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.35102192970717,2.50232446393338,..,..
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.094,77.297,72.153,..
Ecuador,ECU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5976.24534526558,5863.91056629908,5331.97661096757,5492.48927051545
Ecuador,ECU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.35900171263576,2.26537072831623,..,..
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.367,71.358,70.99,..
"Egypt, Arab Rep.",EGY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3634.83426919152,3768.62751137457,3836.09115358719,3898.51658195479
"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.38970672389112,2.36104083450537,..,..
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.555,72.559,71.061,..
El Salvador,SLV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4009.71655494156,4104.91788888425,3761.75413246649,4134.32168932576
El Salvador,SLV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.08502690624245,1.2419953308516,..,..
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.191,61.644,60.708,..
Equatorial Guinea,GNQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7079.65050227129,6472.07086074269,6030.51757008333,5833.1029320687
Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.28069925746085,3.44487644137984,..,..
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.067,67.3,67.133,..
Eritrea,ERI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..
Eritrea,ERI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.246707621245722,0.251513509771479,..,..
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.2439024390244,78.6463414634147,78.3463414634146,..
Estonia,EST,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,19611.6109936281,20269.575137379,20118.1050729983,21707.2407508041
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.5887036573437,7.67202927819305,..,..
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.411,60.549,59.692,..
Eswatini,SWZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3695.94994187242,3766.06299935158,3672.65334987562,3923.57733292099
Eswatini,SWZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.784193440890813,0.820784292361942,..,..
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.412,65.838,65.371,..
Ethiopia,ETH,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,744.367594372728,785.485050212771,811.255620648886,834.957958630514
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.155134409760249,0.160882448704671,..,..
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.5439024390244,82.7926829268293,83.0926829268293,..
Faroe Islands,FRO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..
Faroe Islands,FRO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.81,67.893,67.924,..
Fiji,FJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5708.99261980924,5679.0507253517,4703.57670791071,4442.93260413278
Fiji,FJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.77367474421176,1.7747001739115,..,..
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.7341463414634,81.9829268292683,82.1317073170732,..
Finland,FIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,45627.9198947233,46135.8814242631,45053.758678116,46297.2418204236
Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.08263979060102,7.37285476082008,..,..
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.6756097560976,82.8268292682927,82.1756097560976,..
France,FRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,38259.6977698474,38832.0242014303,35712.0751986828,38045.9021613006
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.5720300891405,4.45954746474334,..,..
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.783,82.996,82.217,..
French Polynesia,PYF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,19419.5383697498,19749.4312702373,17644.7941932285,17701.6945524745
French Polynesia,PYF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.306,66.603,66.531,..
Gabon,GAB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6786.89032695312,6893.32308216157,6619.68858056614,6577.04415323017
Gabon,GAB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.33575358417704,2.34083962573318,..,..
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.04,63.755,62.612,..
"Gambia, The",GMB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,645.938308722218,668.635248433711,655.576242590987,666.471212255386
"Gambia, The",GMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.224956608701865,0.231178569630668,..,..
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.341,73.47,72.765,..
Georgia,GEO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4539.08752230476,4773.42330884899,4447.664250894,4931.82372520107
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.56805953573245,2.71762422558518,..,..
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.8926829268293,81.2926829268293,80.9414634146342,..
Germany,DEU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,42928.7412368012,43284.6024553493,41650.4227126493,42726.485322007
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.53619609072659,7.91162101567715,..,..
